1	30.951832959227815
2	30.552915084257332
3	30.338716261449772
4	30.197290243598662
5	30.100277226719154
6	30.035628310592056
7	29.99508269151232
8	29.972169542848125
9	29.96186022801555
10	29.960352673780864
11	29.96483513686768
12	29.973260697420525
13	29.984156801537267
14	29.996475149512072
15	30.009477748874538
16	30.022652158890754
17	30.035649128160838
18	30.048236969433148
19	30.060268279533197
20	30.071655706212056
21	30.08235432615137
22	30.09234884949136
23	30.101644347576723
24	30.11025955289953
25	30.118222037014263
26	30.12556475921745
27	30.13232361507276
28	30.138535713312006
29	30.144238182321807
30	30.14946736061442
31	30.15425826465289
32	30.158644255981994
33	30.16265685058937
34	30.16632562881715
35	30.169678215446954
36	30.172740307876463
37	30.175535736391833
38	30.178086545001864
39	30.18041308456755
40	30.18253411235032
41	30.184466893847222
42	30.186227304052274
43	30.18782992620613
44	30.189288146764287
45	30.190614245794432
46	30.191819482357637
47	30.192914174671216
48	30.193907775021906
49	30.194808939514836
50	30.19562559282245
51	30.196364988148076
52	30.197033762649212
53	30.197637988581565
54	30.198183220431012
55	30.198674538299056
56	30.199116587801644
57	30.199513616731483
58	30.19986950872301
59	30.200187814146155
60	30.2004717784423
61	30.20072436810196
62	30.200948294471047
63	30.201146035559155
64	30.201319856011388
65	30.201471825393032
66	30.20160383492555
67	30.201717612801414
68	30.20181473819584
69	30.201896654083786
70	30.201964678962376
71	30.202020017570515
72	30.202063770690355
73	30.202096944108153
74	30.202120456805734
75	30.20213514844806
76	30.202141786226736
77	30.20214107111444
78	30.202133643580652
79	30.202120088814763
80	30.20210094149883
81	30.202076690168614
82	30.202047781198235
83	30.202014622440934
84	30.201977586555454
85	30.201937014045075
86	30.201893216034268
87	30.20184647680541
88	30.201797056116323
89	30.201745191317624
90	30.201691099287096
91	30.201634978196957
92	30.20157700912834
93	30.201517357546383
94	30.20145617464784
95	30.201393598592237
96	30.20132975562669
97	30.201264761113624
98	30.20119872046962
99	30.201131730023242
100	30.20106387779884
101	30.200995244232562
102	30.200925902826636
103	30.20085592074716
104	30.20078535937027
105	30.200714274781205
106	30.20064271823029
107	30.200570736549587
108	30.200498372533584
109	30.200425665287078
110	30.20035265054305
111	30.200279360953097
112	30.200205826352846
113	30.200132074004483
114	30.200058128818412
115	30.19998401355569
116	30.19990974901319
117	30.19983535419265
118	30.199760846455263
119	30.199686241662867
120	30.19961155430704
121	30.19953679762705
122	30.1994619837176
123	30.199387123627385
124	30.1993122274491
125	30.199237304401667
126	30.19916236290551
127	30.19908741065118
128	30.19901245466218
129	30.198937501352408
130	30.19886255657855
131	30.19878762568802
132	30.198712713562813
133	30.198637824659517
134	30.1985629630459
135	30.198488132434402
136	30.198413336212642
137	30.198338577471407
138	30.198263859030174
139	30.19818918346044
140	30.19811455310703
141	30.198039970107658
142	30.19796543641069
143	30.197890953791447
144	30.19781652386708
145	30.197742148110194
146	30.197667827861284
147	30.19759356434006
148	30.197519358655903
149	30.19744521181729
150	30.197371124740506
151	30.197297098257593
152	30.197223133123554
153	30.197149230023026
154	30.197075389576298
155	30.197001612344877
156	30.196927898836528
157	30.196854249509904
158	30.19678066477877
159	30.196707145015885
160	30.19663369055651
161	30.196560301701638
162	30.19648697872096
163	30.196413721855556
164	30.19634053132035
165	30.196267407306365
166	30.196194349982804
167	30.196121359498886
168	30.196048435985624
169	30.195975579557345
170	30.195902790313173
171	30.19583006833831
172	30.19575741370524
173	30.195684826474835
174	30.19561230669737
