1	30.951832959227815	[0. 0. 0. 0. 0. 0. 0. 0.]
2	30.951911991884145	[[-5.57444000e-06  4.96374337e-06  7.22419552e-06 -6.62260195e-06   8.08533501e-06 -6.90394394e-06 -1.04580397e-05  4.56370484e-06]]
3	30.941346005649145	[[ 0.00044817  0.00048537  0.00035432 -0.00080206  0.0001848   0.00039265  -0.00020637  0.00013698]]
4	30.92636281196725	[[ 1.01559900e-03  7.96980226e-04  3.92294231e-04 -1.09587568e-03   5.46878353e-04  4.86110991e-04 -7.72107902e-05 -3.99586536e-04]]
5	30.904735370156356	[[ 1.86852786e-03  1.34144224e-03  5.91129859e-04 -1.40708127e-03   9.63889771e-04  6.26602021e-04 -8.67003061e-05 -1.21964778e-03]]
6	30.91467452867547	[[ 1.28663049e-03  1.85959101e-03 -6.67749416e-05 -1.67396210e-03   7.95134298e-04  1.14201239e-04  2.77004168e-04 -9.46350371e-04]]
7	30.891552486705947	[[ 0.00237146  0.00166204  0.00056295 -0.00052554  0.00087778 -0.00032837   0.00027727 -0.00250396]]
8	30.86474254642584	[[ 0.00316469  0.00240891 -0.0004624   0.00032166  0.00242529 -0.00039646  -0.00065951 -0.00280982]]
9	30.85115158776231	[[ 3.72554696e-03  1.86662882e-03  1.25099925e-04  5.32700941e-04   3.45251650e-03  9.74101378e-05 -1.21409718e-03 -3.31346796e-03]]
10	30.829814896598332	[[ 0.00457157  0.00240668  0.00032233  0.00022402  0.00386615  0.00023676  -0.00122351 -0.00412689]]
11	30.807079916013805	[[ 0.00564623  0.00221098  0.00094615  0.00136167  0.00394802 -0.00020166  -0.00122325 -0.00566989]]
12	30.792568852759963	[[ 0.00620103  0.00251566  0.00098328  0.00107439  0.00430204 -0.00011028  -0.00109697 -0.00619452]]
13	30.79265664049425	[[ 0.00619486  0.00252116  0.00099128  0.00106706  0.004311   -0.00011792  -0.00110855 -0.00618946]]
14	30.802683633383307	[[ 0.00560481  0.00304656  0.00032416  0.00079644  0.00413988 -0.0006375  -0.00073975 -0.00591234]]
15	30.79236089808917	[[ 6.05124347e-03  3.51922850e-03  6.65666603e-04  1.38127289e-05   4.31374799e-03 -2.44387238e-04 -9.32505625e-04 -5.78205621e-03]]
16	30.77908297070726	[[ 0.00660269  0.00298605  0.00124331  0.00022131  0.00532374  0.0002412  -0.00147779 -0.00627725]]
17	30.753117190717333	[[ 0.00737837  0.0037164   0.00024064  0.00104977  0.00683701  0.00017462  -0.00239384 -0.00657635]]
18	30.74010114153007	[[ 0.00792158  0.00319117  0.00080966  0.00125417  0.00783193  0.00065295  -0.00293099 -0.00706416]]
19	30.714600612042748	[[ 0.00868722  0.00391206 -0.00018002  0.00207189  0.00932559  0.00058724  -0.00383517 -0.00735937]]
20	30.693789783771916	[[ 9.52073149e-03  4.44412840e-03  1.42946921e-05  1.76777054e-03   9.73311283e-03  7.24528805e-04 -3.84443986e-03 -8.16076715e-03]]
21	30.70387306600594	[[ 0.0089249   0.00497468 -0.00065936  0.0014945   0.00956032  0.00019986  -0.00347203 -0.00788093]]
22	30.681523790215525	[[ 9.98906286e-03  4.78089136e-03 -4.16311978e-05  2.62104147e-03   9.64138867e-03 -2.34281826e-04 -3.47176938e-03 -9.40885846e-03]]
23	30.68154380556999	[[ 9.98767338e-03  4.78212863e-03 -3.98304981e-05  2.61939072e-03   9.64340402e-03 -2.36002700e-04 -3.47437614e-03 -9.40772091e-03]]
24	30.671429107680886	[[ 0.0104287   0.00524907  0.00029754  0.00184624  0.00981517  0.00015235  -0.0036648  -0.00927902]]
25	30.65739654000015	[[ 0.01097069  0.00554671  0.00033381  0.0015656   0.01016101  0.00024163  -0.00354143 -0.00979152]]
26	30.644778800094194	[[ 0.01150162  0.00503337  0.00088997  0.00176538  0.01113343  0.00070915  -0.00406643 -0.0102683 ]]
27	30.619977940480226	[[ 1.22524840e-02  5.74034572e-03 -8.06167783e-05  2.56732322e-03   1.25982799e-02  6.44698766e-04 -4.95316927e-03 -1.05578198e-02]]
28	30.61006700997594	[[ 0.01268794  0.00620139  0.0002525   0.00180393  0.01276788  0.00102815  -0.00514119 -0.01043074]]
29	30.596239787301457	[[ 0.01322435  0.00649597  0.00028839  0.00152618  0.01311016  0.00111651  -0.00501909 -0.01093797]]
30	30.59618633714281	[[ 0.01322799  0.00649273  0.00028368  0.00153051  0.01310488  0.00112101  -0.00501226 -0.01094095]]
31	30.57414273351944	[[ 0.01428325  0.00630056  0.00089624  0.00264763  0.01318527  0.0006905  -0.00501201 -0.0124561 ]]
32	30.58430747893206	[[ 0.01367919  0.00683844  0.00021328  0.00237058  0.01301009  0.00015859  -0.00463445 -0.01217239]]
33	30.564038256922096	[[ 0.0144995   0.00736208  0.00040451  0.00207128  0.01341115  0.00029371  -0.00464358 -0.01296109]]
34	30.543861274270604	[[ 0.01531752  0.00788426  0.00059521  0.00177281  0.01381109  0.00042845  -0.00465268 -0.01374759]]
35	30.55401620926016	[[ 1.47142490e-02  8.42143731e-03 -8.68628418e-05  1.49612588e-03   1.36361390e-02 -1.02775255e-04 -4.27561400e-03 -1.34642521e-02]]
36	30.544285812543393	[[ 0.01514393  0.00887637  0.00024183  0.00074287  0.01380348  0.00027559  -0.00446114 -0.01333886]]
37	30.52242625630521	[[ 0.01619473  0.00868501  0.0008518   0.00185526  0.01388354 -0.0001531  -0.00446088 -0.0148476 ]]
38	30.50894924275768	[[ 1.67214003e-02  8.97424078e-03  8.87047631e-04  1.58254746e-03   1.42196071e-02 -6.63491939e-05 -4.34100132e-03 -1.53456243e-02]]
39	30.496847922379523	[[ 0.01723637  0.00847633  0.00142648  0.00177632  0.01516279  0.00038711  -0.00485021 -0.01580807]]
40	30.472958765058195	[[ 0.01796798  0.00916519  0.00048077  0.00255771  0.01659009  0.00032432  -0.00571423 -0.01609017]]
41	30.472908627043168	[[ 0.0179714   0.00916215  0.00047635  0.00256177  0.01658515  0.00032854  -0.00570783 -0.01609296]]
42	30.449349289761347	[[ 0.01869566  0.00984409 -0.00045986  0.00333531  0.01799811  0.00026638  -0.00656316 -0.01637223]]
43	30.459553192783247	[[ 0.01808774  0.01038541 -0.00114719  0.00305649  0.01782181 -0.00026895  -0.00618318 -0.0160867 ]]
44	30.447680174931044	[[ 0.01859537  0.00989459 -0.00061544  0.0032475   0.01875156  0.00017806  -0.00668515 -0.01654256]]
45	30.42620197380328	[[ 1.96357300e-02  9.70513372e-03 -1.15242204e-05  4.34885038e-03   1.88308189e-02 -2.46372043e-04 -6.68489363e-03 -1.80363212e-02]]
46	30.41302398762416	[[ 2.01541013e-02  9.98980509e-03  2.31636830e-05  4.08043565e-03   1.91615906e-02 -1.60987998e-04 -6.56690403e-03 -1.85264931e-02]]
47	30.40344377405821	[[ 0.02057952  0.01044022  0.00034859  0.00333466  0.01932727  0.00021362  -0.00675058 -0.01840234]]
48	30.403369937540393	[[ 0.02058452  0.01043577  0.00034212  0.0033406   0.01932002  0.00021981  -0.0067412  -0.01840644]]
49	30.383826905154162	[[ 0.02138683  0.01094792  0.00052915  0.00304786  0.01971229  0.00035197  -0.00675013 -0.01917784]]
50	30.374410820356225	[[ 0.02180725  0.01139304  0.00085076  0.00231085  0.01987602  0.00072217  -0.00693165 -0.01905515]]
51	30.351506204269736	[[ 2.25173569e-02  1.20616452e-02 -6.71512705e-05  3.06926469e-03   2.12613705e-02  6.61219427e-04 -7.77026268e-03 -1.93289541e-02]]
52	30.338595826951295	[[ 2.30282179e-02  1.23421922e-02 -3.29659334e-05  2.80473882e-03   2.15873499e-02  7.45366409e-04 -7.65398254e-03 -1.98120243e-02]]
53	30.31930827029844	[[ 0.02382421  0.01285031  0.0001526   0.00251431  0.02197652  0.00087648  -0.00766284 -0.02057734]]
54	30.329576471362557	[[ 0.02320916  0.01339798 -0.00054279  0.00223222  0.02179815  0.00033489  -0.00727841 -0.02028847]]
55	30.329456385029825	[[ 0.0232172   0.01339082 -0.00055321  0.00224177  0.02178649  0.00034484  -0.00726333 -0.02029505]]
56	30.30828344915961	[[ 2.42490499e-02  1.32029110e-02  4.57686483e-05  3.33411179e-03   2.18651050e-02 -7.61203626e-05 -7.26308291e-03 -2.17765980e-02]]
57	30.2969864999482	[[ 0.02473814  0.01273002  0.0005581   0.00351815  0.02276089  0.00035456  -0.00774671 -0.0222158 ]]
58	30.285820987254013	[[ 0.02522278  0.01226142  0.00106578  0.00370052  0.02364854  0.00078132  -0.00822594 -0.02265102]]
59	30.27315828101553	[[ 0.0257265   0.01253804  0.00109948  0.00343969  0.02396996  0.00086429  -0.00811129 -0.02312733]]
60	30.252302733476387	[[ 0.02674944  0.01235176  0.00169328  0.0045226   0.02404789  0.00044697  -0.00811104 -0.02459608]]
61	30.26265445394845	[[ 0.02612597  0.01290693  0.00098838  0.00423665  0.02386708 -0.00010204  -0.00772135 -0.02430326]]
62	30.253405491405267	[[ 0.02654116  0.01334652  0.00130599  0.00350879  0.02402878  0.00026356  -0.00790061 -0.02418209]]
63	30.234486343605838	[[ 0.02732762  0.01384855  0.00148933  0.00322184  0.0244133   0.0003931  -0.00790936 -0.02493825]]
64	30.23438374474617	[[ 0.0273345   0.01384243  0.00148042  0.00323     0.02440332  0.00040162  -0.00789646 -0.02494388]]
65	30.2123859117113	[[ 0.02802434  0.01449195  0.00058871  0.00396677  0.02574912  0.00034241  -0.00871114 -0.02520987]]
66	30.19068788139786	[[ 0.02870724  0.01513494 -0.00029403  0.00469613  0.02708139  0.0002838  -0.00951762 -0.02547318]]
67	30.17197914046987	[[ 0.02948845  0.01563362 -0.00011192  0.0044111   0.02746333  0.00041247  -0.00952631 -0.02622429]]
68	30.159704556593393	[[ 2.99810377e-02  1.59041291e-02 -7.89525974e-05  4.15603317e-03   2.77776544e-02  4.93609623e-04 -9.41418703e-03 -2.66900781e-02]]
69	30.149047618490833	[[ 0.03044896  0.0154517   0.0004112   0.00433211  0.02863467  0.00090565  -0.00987688 -0.02711027]]
70	30.128571281885517	[[ 0.0314611   0.01526738  0.00099874  0.00540358  0.02871178  0.00049272  -0.00987663 -0.02856352]]
71	30.138982524962685	[[ 3.08315390e-02  1.58279784e-02  2.86941389e-04  5.11484092e-03   2.85291995e-02 -6.16510025e-05 -9.48313675e-03 -2.82678375e-02]]
