tree0	-0.8036	0.354297899579916
bag0	-0.7892744	0.0929987324511302
tree1	-0.7772	0.3960393678735748
bag1	-0.8064271999999999	0.08287199509917983
tree2	-0.7464	0.44297563512702537
bag2	-0.8280023999999999	0.06835448689161833
tree3	-0.828	0.3144788957791557
bag3	-0.82386	0.07039817843568713
tree4	-0.6636	0.5597469893978796
bag4	-0.7832216000000001	0.09744170803504701
tree5	-0.8228	0.32306477295459096
bag5	-0.8122360000000001	0.08687935857571515
tree6	-0.7212	0.47996655331066224
bag6	-0.8218304	0.06293036210826165
tree7	-0.8184	0.3302874974995
bag7	-0.8104504	0.07940748023588717
tree8	-0.784	0.38542108421684335
bag8	-0.8259896000000001	0.06847554460076016
tree9	-0.8644	0.2528632126425286
bag9	-0.8308976	0.0602200063155031
tree10	-0.9356	0.12467757551510304
bag10	-0.8285039999999999	0.06299987875975195
tree11	-0.8192	0.32897715543108613
bag11	-0.8359079999999998	0.06309697253050611
tree12	-0.8024	0.3562254850970194
bag12	-0.8170351999999999	0.08380054607017402
tree13	-0.8332	0.30583892778555716
bag13	-0.826664	0.07975927415883177
tree14	-0.8016	0.3575089417883576
bag14	-0.8183216	0.06992931923728744
tree15	-0.7984	0.3626299659931988
bag15	-0.8018024	0.08062925160456091
tree16	-0.8416	0.29176779355871185
bag16	-0.8152647999999999	0.07247550658227646
tree17	-0.8064	0.34978899779955985
bag17	-0.7824296000000001	0.09014561416667333
tree18	-0.7712	0.40533162632526504
bag18	-0.8127664	0.07478738130730146
tree19	-0.8168	0.3329043408681737
bag19	-0.8159904	0.06361300410866172
tree20	-0.8144	0.3368200040008002
bag20	-0.8191120000000001	0.07262329131426284
tree21	-0.7868	0.38102196439287844
bag21	-0.8210696	0.06002398395263053
tree22	-0.7988	0.3619909581916384
bag22	-0.8315008000000002	0.06829057371410281
tree23	-0.7868	0.3810219643928785
bag23	-0.7982343999999999	0.08917198745413082
tree24	-0.8468	0.28298635727145427
bag24	-0.84262	0.062451696339267844
tree25	-0.8344	0.30383740748149624
bag25	-0.8616295999999999	0.054854827369313866
tree26	-0.832	0.3078375675135026
bag26	-0.8101472000000001	0.07537365786373273
tree27	-0.8816	0.22282600520104018
bag27	-0.8455456	0.0590819395085417
tree28	-0.87	0.24314862972594523
bag28	-0.8439704000000001	0.059783222968433684
tree29	-0.8108	0.34267189437887574
bag29	-0.8314440000000001	0.06626149676335268
tree30	-0.8632	0.25493674734946986
bag30	-0.8350976000000001	0.0716724961734747
tree31	-0.7824	0.387927825565113
bag31	-0.818948	0.06468206650930186
tree32	-0.8436	0.2883967193438687
bag32	-0.8228376000000001	0.06501652573138628
tree33	-0.76	0.4224844968993799
bag33	-0.7925336	0.08138578762856571
tree34	-0.7428	0.44833782756551294
bag34	-0.8180719999999999	0.07308902542108421
tree35	-0.7668	0.4121001800360072
bag35	-0.8178392	0.06382034141164233
tree36	-0.7456	0.4441694738947788
bag36	-0.8053783999999999	0.07630341829709941
tree37	-0.8544	0.270054650930186
bag37	-0.8464752000000001	0.07332775173530706
tree38	-0.822	0.32438087617523503
bag38	-0.8181527999999999	0.0679830964714543
tree39	-0.774	0.4010042008401681
bag39	-0.8082656	0.07398806466957392
tree40	-0.7528	0.4333788357671536
bag40	-0.81834	0.08275407361472295
tree41	-0.87	0.24314862972594523
bag41	-0.83178	0.07082345709141828
tree42	-0.8076	0.3478518103620723
bag42	-0.8184992	0.06899619963928785
tree43	-0.8064	0.34978899779955985
bag43	-0.8056432	0.0725093185574715
tree44	-0.8396	0.29513086617323453
bag44	-0.8180472	0.07716942845785156
tree45	-0.8552	0.2686866973394679
bag45	-0.8320728000000001	0.07534160702156431
tree46	-0.7996	0.3607119823964793
bag46	-0.8040904000000001	0.07444976498083616
tree47	-0.8164	0.33355775155031
bag47	-0.8364832	0.06240663504476895
tree48	-0.8284	0.3138162032406481
bag48	-0.7906040000000001	0.07864586675735148
tree49	-0.7996	0.3607119823964793
bag49	-0.7985559999999999	0.0867962373114623
tree50	-0.784	0.38542108421684335
bag50	-0.8165128	0.0723357241809962
tree51	-0.7656	0.4139394278855772
bag51	-0.8057776	0.08120287271278255
tree52	-0.8876	0.21220868173634724
bag52	-0.8205856	0.06636877722808561
tree53	-0.846	0.28434086817363474
bag53	-0.7915392	0.0812498808395279
tree54	-0.6988	0.5117809161832366
bag54	-0.797956	0.07973988844168833
tree55	-0.804	0.35365473094618916
bag55	-0.8323048000000001	0.071385240144989
tree56	-0.7736	0.4016233646729346
bag56	-0.8065544	0.07967092282520503
tree57	-0.7888	0.3778701340268054
bag57	-0.7993536	0.08107635423788757
tree58	-0.8044	0.35301124224844965
bag58	-0.813484	0.07439813977195439
tree59	-0.8268	0.31646505301060207
bag59	-0.8070415999999999	0.07862699246793359
tree60	-0.7652	0.41455187037407487
bag60	-0.8102984000000001	0.069823987754991
tree61	-0.8492	0.2789151430286057
bag61	-0.8359351999999999	0.0629931352280056
tree62	-0.8192	0.3289771554310862
bag62	-0.8236032000000001	0.06956434101796359
tree63	-0.7932	0.3709079415883177
bag63	-0.809648	0.08097041897979597
tree64	-0.8424	0.29042032406481294
bag64	-0.7852703999999999	0.08457878984180836
tree65	-0.77	0.40718143628725756
bag65	-0.8162896	0.07141535120208041
